All timings are in seconds.

nClauses      -> number of clauses in input cnf
nVars         -> number of variables in input cnf
parseTim      -> time taken to parse cnf
bddCreat      -> time taken to create bdds of clauses
mergeTim      -> time taken to merge factor and variable BDDs based on Largest Support Set input parameter
mergedFn      -> number of factors after merging
mergedVr      -> number of variables after merging
FG Creat      -> time taken to create Factor Graph from merged factors and variables
FG Iters      -> number of iterations to reach factor graph convergence
FG Conv       -> time taken to converge Factor Graph
CNF Creat     -> time taken to convert Factor Graph solution to CNF
nSoln         -> number of MUSes found by MUST that added a clause to final solution
nDisabledSets -> number of disabled sets in MUST problem space due to MUSes that satisfied Factor Graph
numMus        -> total number of MUSes found
exploreTime   -> time spent by mustool finding MUSes
mucProcTime   -> time spent processing MUSes
done          -> whether processing finished (Y) or timed out (<blank>)
case name     -> test case name


nClauses | nVars    | parseTim | bddCreat | mergeTim | mergedFn | mergedVr | FG Creat | FG Iters | FG Conv  | CNF Creat| nSoln    | nDisabledSets    | numMus   | exploreTime | mucProcTime | done | case name
    1881 |      859 |     0.00 |     0.06 |     2.93 |      109 |       27 |     0.02 |        4 |     0.03 |     0.16 |          |                  |          |       0.000 |       0.000 |    Y | query31_query50_1344n.qdimacs
   11495 |     3263 |     0.01 |     1.41 |    53.99 |      361 |      105 |     0.12 |        6 |     0.08 |     1.88 |        1 |                  |        2 |      33.678 |       0.115 |      | GuidanceService2.qdimacs
   15071 |     5272 |     0.02 |     3.36 |   119.35 |      514 |      170 |     0.29 |        4 |     0.11 |     4.67 |          |                  |          |       0.000 |       0.000 |      | rankfunc35_unsigned_64.qdimacs
   30684 |    10318 |     0.04 |    15.07 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | sdlx-fixpoint-6.qdimacs
   34731 |    17797 |     0.04 |     8.48 |   507.73 |     1584 |      387 |     1.50 |        4 |     0.23 |    59.50 |          |                  |          |       0.000 |       0.000 |      | neclaftp2002.qdimacs
   19486 |     6659 |     0.02 |     6.16 |   264.27 |      621 |      214 |     0.62 |        4 |     0.16 |     7.99 |          |                  |          |       0.000 |       0.000 |      | ctrl.e#1.a#3.E#116.A#48.c#.w#7.s#56.asp.qdimacs
   12779 |     3773 |     0.01 |     1.78 |    69.36 |      273 |      124 |     0.15 |        4 |     0.10 |     2.41 |          |                  |          |       0.000 |       0.000 |      | stmt19_83_412.qdimacs
   35926 |    12305 |     0.04 |    22.41 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | load_2c_comp_comp7_REAL.sat.qdimacs
   16950 |     5079 |     0.02 |     3.52 |   133.07 |      364 |      164 |     0.33 |        4 |     0.35 |     4.55 |          |                  |          |       0.000 |       0.000 |      | stmt29_275_376.qdimacs
   49562 |     8308 |     0.06 |    10.76 |   717.22 |     2712 |      270 |     1.74 |        4 |     0.94 |    13.49 |          |                  |          |       0.000 |       0.000 |      | query42_query06_1344n.qdimacs
    8449 |     3153 |     0.01 |     1.06 |    37.55 |      366 |       98 |     0.10 |        4 |     0.06 |     1.72 |          |                  |          |       0.000 |       0.000 |      | rankfunc49_unsigned_64.qdimacs
   31298 |     4589 |     0.04 |     3.09 |   231.34 |     1986 |      151 |     0.58 |        4 |     0.74 |     3.99 |          |                  |          |       0.000 |       0.000 |      | query10_query45_1344n.qdimacs
   15089 |     4172 |     0.02 |     2.42 |    95.14 |      488 |      132 |     0.22 |        4 |     0.12 |     3.13 |          |                  |          |       0.000 |       0.000 |      | IterationService.qdimacs
   40046 |    10264 |     0.05 |    16.49 |   663.22 |      770 |      332 |     2.01 |        4 |     0.28 |    21.64 |          |                  |          |       0.000 |       0.000 |      | stmt19_71_95.qdimacs
    2621 |     1111 |     0.00 |     0.09 |     4.95 |      153 |       35 |     0.02 |        4 |     0.04 |     0.19 |          |                  |          |       0.000 |       0.000 |      | query64_query11_1344n.qdimacs
   20370 |     5947 |     0.02 |     4.59 |   199.37 |      434 |      188 |     0.46 |        4 |     0.18 |     6.44 |          |                  |          |       0.000 |       0.000 |      | stmt19_368_417.qdimacs
    6748 |     2008 |     0.01 |     0.43 |    14.85 |      131 |       64 |     0.04 |        6 |     0.04 |     1.14 |          |                  |          |       0.000 |       0.000 |      | stmt25_52_53.qdimacs
    1100 |      180 |     0.00 |     0.01 |     1.53 |      191 |        7 |     0.03 |        1 |     0.04 |     0.00 |          |                  |          |       0.000 |       0.000 |      | Q_2-3_v-80-100_r-11.5.qdimacs
    6207 |     2315 |     0.01 |     0.59 |    18.92 |      267 |       75 |     0.06 |        4 |     0.04 |     0.91 |          |                  |          |       0.000 |       0.000 |      | rankfunc55_unsigned_64.qdimacs
    8460 |     3156 |     0.01 |     1.26 |    39.12 |      361 |       99 |     0.10 |        4 |     0.06 |     1.68 |          |                  |          |       0.000 |       0.000 |      | rankfunc49_signed_64.qdimacs
   58461 |    18277 |     0.07 |    56.43 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | small-seq-fixpoint-6.qdimacs
    2195 |      913 |     0.00 |     0.08 |     3.86 |      121 |       31 |     0.02 |        4 |     0.03 |     0.13 |          |                  |          |       0.000 |       0.000 |    Y | query50_query06_1344n.qdimacs
   16621 |     5361 |     0.02 |     3.90 |   144.42 |      631 |      173 |     0.39 |        4 |     0.13 |     5.70 |          |                  |          |       0.000 |       0.000 |      | small-seq-fixpoint-2.qdimacs
    1300 |      180 |     0.00 |     0.01 |     2.25 |      223 |        6 |     0.02 |        1 |     0.05 |     0.00 |        1 |                  |        2 |     388.521 |       0.100 |      | Q_2-3_v-80-100_r-13.9.qdimacs
    2427 |     1026 |     0.00 |     0.08 |     4.36 |      140 |       33 |     0.02 |        6 |     0.04 |     0.20 |          |                  |          |       0.000 |       0.000 |      | query45_query42_1344n.qdimacs
    2789 |      883 |     0.00 |     0.06 |     2.74 |       63 |       29 |     0.01 |        8 |     0.02 |     0.20 |          |                  |          |       0.000 |       0.000 |      | stmt44_554_604.qdimacs
   12636 |     3559 |     0.02 |     1.82 |    75.67 |      695 |      111 |     0.20 |        4 |     0.21 |     2.45 |          |                  |          |       0.000 |       0.000 |      | query58_query42_1344n.qdimacs
   20734 |     7011 |     0.02 |     7.63 |   308.99 |      611 |      227 |     0.78 |        4 |     0.18 |     8.97 |          |                  |          |       0.000 |       0.000 |      | ci.e#1.a#3.E#40.A#60.c#288.w#6.s#2.asp.qdimacs
    2717 |     1190 |     0.00 |     0.12 |     5.62 |      152 |       38 |     0.02 |        6 |     0.04 |     0.25 |          |                  |          |       0.000 |       0.000 |      | query34_query42_1344n.qdimacs
    1295 |      390 |     0.00 |     0.01 |     0.53 |       42 |       14 |     0.01 |       19 |     0.01 |     0.04 |      468 |         56603920 |      998 |    7083.030 |     106.720 |      | factorization16.qdimacs
   19142 |     6498 |     0.02 |     1.78 |   131.02 |      994 |      206 |     0.56 |        4 |     0.10 |     6.96 |          |                  |          |       0.000 |       0.000 |      | max1024.qdimacs
     772 |      285 |     0.00 |     0.01 |     0.19 |       26 |        9 |     0.01 |       17 |     0.01 |     0.01 |          |                  |          |       0.000 |       0.000 |      | decomposition32.qdimacs
   31113 |    10575 |     0.04 |     9.22 |   510.20 |     1029 |      334 |     1.62 |        4 |     0.13 |    21.08 |          |                  |          |       0.000 |       0.000 |      | ceiling1024.qdimacs
   11247 |     3637 |     0.02 |     1.15 |    53.03 |      356 |      116 |     0.12 |      162 |     0.09 |     2.11 |          |                  |          |       0.000 |       0.000 |      | equalization256.qdimacs
    7412 |     2559 |     0.01 |     0.50 |    21.50 |      287 |       82 |     0.07 |        4 |     0.04 |     1.48 |          |                  |          |       0.000 |       0.000 |      | intermediate256.qdimacs
   12580 |     4584 |     0.02 |     1.41 |    69.10 |      394 |      146 |     0.18 |      229 |     0.19 |     3.60 |          |                  |          |       0.000 |       0.000 |      | floor512.qdimacs
   25252 |     9211 |     0.03 |     5.32 |   332.12 |      879 |      297 |     1.03 |      631 |     0.45 |    15.08 |          |                  |          |       0.000 |       0.000 |      | subtraction1024.qdimacs
    1222 |      418 |     0.00 |     0.01 |     0.46 |       60 |       14 |     0.02 |        4 |     0.01 |     0.04 |        7 |           445615 |     2244 |     207.257 |      25.534 |      | min64.qdimacs
    6292 |     2299 |     0.01 |     0.33 |    15.97 |      225 |       76 |     0.06 |      189 |     0.12 |     0.94 |          |                  |          |       0.000 |       0.000 |      | subtraction256.qdimacs
    6276 |     2288 |     0.01 |     0.32 |    15.91 |      199 |       71 |     0.05 |      117 |     0.10 |     0.94 |          |                  |          |       0.000 |       0.000 |      | floor256.qdimacs
   14836 |     5119 |     0.02 |     1.98 |    95.27 |      568 |      164 |     0.22 |        4 |     0.07 |     4.28 |          |                  |          |       0.000 |       0.000 |      | intermediate512.qdimacs
   22800 |     7370 |     0.03 |     4.01 |   253.91 |      721 |      237 |     0.64 |      453 |     0.23 |     9.60 |          |                  |          |       0.000 |       0.000 |      | equalization512.qdimacs
   25322 |     9150 |     0.03 |     5.78 |   392.48 |      766 |      290 |     1.02 |      437 |     0.41 |    14.93 |          |                  |          |       0.000 |       0.000 |      | decomposition1024.qdimacs
    3861 |     1317 |     0.00 |     0.09 |     5.53 |      128 |       42 |     0.02 |        4 |     0.02 |     0.47 |          |                  |          |       0.000 |       0.000 |      | ceiling128.qdimacs
    2405 |      820 |     0.00 |     0.02 |     1.80 |      123 |       28 |     0.01 |        4 |     0.01 |     0.15 |          |                  |          |       0.000 |       0.000 |      | max128.qdimacs
    1552 |      571 |     0.00 |     0.02 |     0.87 |       57 |       18 |     0.01 |       49 |     0.02 |     0.04 |          |                  |          |       0.000 |       0.000 |      | subtraction64.qdimacs
    4588 |     1636 |     0.00 |     0.10 |     8.09 |      196 |       44 |     0.03 |        4 |     0.03 |     0.73 |          |                  |          |       0.000 |       0.000 |      | bobtuint15neg_all_bit_differing_from_cycle.qdimacs
    2350 |      965 |     0.00 |     0.03 |     2.16 |      106 |       25 |     0.01 |        4 |     0.01 |     0.14 |          |                  |          |       0.000 |       0.000 |      | pdtpmsmiim_all_bit_differing_from_cycle.qdimacs
    4588 |     1636 |     0.00 |     0.11 |     8.41 |      196 |       44 |     0.03 |        4 |     0.03 |     0.77 |          |                  |          |       0.000 |       0.000 |      | bobtuint23neg_all_bit_differing_from_cycle.qdimacs
    4588 |     1636 |     0.00 |     0.11 |     8.21 |      196 |       44 |     0.03 |        4 |     0.03 |     0.75 |          |                  |          |       0.000 |       0.000 |      | bobtuint06_all_bit_differing_from_cycle.qdimacs
    2446 |     1159 |     0.00 |     0.03 |     2.10 |      108 |       24 |     0.01 |        3 |     0.01 |     0.32 |          |                  |          |       0.000 |       0.000 |      | bobsmhdlc1_all_bit_differing_from_cycle.qdimacs
   34731 |    17797 |     0.05 |     9.44 |   545.98 |     1584 |      387 |     2.12 |        4 |     0.25 |    67.17 |          |                  |          |       0.000 |       0.000 |      | neclaftp2002_all_bit_differing_from_cycle.qdimacs
    4588 |     1636 |     0.00 |     0.11 |     7.62 |      196 |       44 |     0.02 |        4 |     0.03 |     0.65 |          |                  |          |       0.000 |       0.000 |      | bobtuint20neg_all_bit_differing_from_cycle.qdimacs
    4588 |     1636 |     0.00 |     0.14 |     8.56 |      196 |       44 |     0.03 |        4 |     0.03 |     0.78 |          |                  |          |       0.000 |       0.000 |      | bobtuint19neg_all_bit_differing_from_cycle.qdimacs
    3578 |     1298 |     0.00 |     0.05 |     4.22 |      158 |       36 |     0.02 |        5 |     0.02 |     0.37 |          |                  |          |       0.000 |       0.000 |      | eijkbs3330_all_bit_differing_from_cycle.qdimacs
   12918 |     4975 |     0.02 |     1.20 |    57.72 |      612 |      123 |     0.15 |        4 |     0.09 |     4.31 |        1 |                  |        2 |    1177.003 |       1.363 |      | neclaftp4001_all_bit_differing_from_cycle.qdimacs
    1346 |      426 |     0.00 |     0.01 |     0.66 |       53 |       14 |     0.05 |        4 |     0.01 |     0.02 |          |                  |          |       0.000 |       0.000 |      | kenflashp12_all_bit_differing_from_cycle.qdimacs
   22940 |    10904 |     0.03 |     3.41 |   221.41 |     1046 |      241 |     0.64 |        4 |     0.15 |    24.07 |          |                  |          |       0.000 |       0.000 |      | bobsynth09neg_all_bit_differing_from_cycle.qdimacs
    4537 |     1629 |     0.00 |     0.12 |     7.91 |      194 |       46 |     0.02 |        4 |     0.03 |     0.65 |          |                  |          |       0.000 |       0.000 |      | bobtuint27neg_all_bit_differing_from_cycle.qdimacs
    1893 |      722 |     0.00 |     0.02 |     1.73 |       94 |       21 |     0.01 |        3 |     0.01 |     0.06 |          |                  |          |       0.000 |       0.000 |      | pdtpmsrotate32_all_bit_differing_from_cycle.qdimacs
    4588 |     1636 |     0.00 |     0.12 |     8.52 |      196 |       44 |     0.03 |        4 |     0.03 |     0.76 |          |                  |          |       0.000 |       0.000 |      | bobtuint26neg_all_bit_differing_from_cycle.qdimacs
   22940 |    10904 |     0.03 |     3.43 |   214.92 |     1046 |      241 |     0.54 |        4 |     0.14 |    21.73 |          |                  |          |       0.000 |       0.000 |      | bobsynth11neg_all_bit_differing_from_cycle.qdimacs
